Timestamp [us]	A_X [LSB]	A_Y [LSB]	A_Z [LSB]	A_X [mg]	A_Y [mg]	A_Z [mg]	G_X [LSB]	G_Y [LSB]	G_Z [LSB]	G_X [dps]	G_Y [dps]	G_Z [dps]	T [LSB]	T [degC]	QVAR [LSB]	
244135	31	1679	-7899	3.782	204.838	-963.678	-7	2	-3	-0.980	0.280	-0.420	-351	23.629	224	
245138	35	1696	-7922	4.270	206.912	-966.484	-8	0	-3	-1.120	0.000	-0.420	-351	23.629	224	
246141	49	1673	-7908	5.978	204.106	-964.776	-8	1	-3	-1.120	0.140	-0.420	-351	23.629	192	
247145	43	1660	-7915	5.246	202.520	-965.630	-8	1	-3	-1.120	0.140	-0.420	-351	23.629	192	
248148	46	1669	-7889	5.612	203.618	-962.458	-8	2	-2	-1.120	0.280	-0.280	-351	23.629	192	
249151	40	1692	-7909	4.880	206.424	-964.898	-6	2	-3	-0.840	0.280	-0.420	-351	23.629	192	
250155	35	1691	-7893	4.270	206.302	-962.946	-7	2	-3	-0.980	0.280	-0.420	-351	23.629	208	
251159	53	1678	-7904	6.466	204.716	-964.288	-7	2	-3	-0.980	0.280	-0.420	-351	23.629	208	
252162	53	1692	-7903	6.466	206.424	-964.166	-6	2	-4	-0.840	0.280	-0.560	-351	23.629	208	
253165	56	1700	-7928	6.832	207.400	-967.216	-6	3	-3	-0.840	0.420	-0.420	-351	23.629	208	
254169	62	1693	-7903	7.564	206.546	-964.166	-7	3	-4	-0.980	0.420	-0.560	-351	23.629	216	
255172	55	1682	-7905	6.710	205.204	-964.410	-7	1	-3	-0.980	0.140	-0.420	-351	23.629	216	
256175	34	1689	-7915	4.148	206.058	-965.630	-7	2	-5	-0.980	0.280	-0.700	-351	23.629	216	
257179	53	1692	-7924	6.466	206.424	-966.728	-6	4	-4	-0.840	0.560	-0.560	-351	23.629	216	
258183	52	1686	-7923	6.344	205.692	-966.606	-6	3	-4	-0.840	0.420	-0.560	-351	23.629	208	
259186	41	1677	-7942	5.002	204.594	-968.924	-6	3	-4	-0.840	0.420	-0.560	-351	23.629	208	
260189	48	1682	-7927	5.856	205.204	-967.094	-6	4	-3	-0.840	0.560	-0.420	-351	23.629	208	
261193	78	1689	-7929	9.516	206.058	-967.338	-5	4	-3	-0.700	0.560	-0.420	-351	23.629	208	
262196	68	1706	-7919	8.296	208.132	-966.118	-8	3	-4	-1.120	0.420	-0.560	-351	23.629	240	
263199	54	1692	-7918	6.588	206.424	-965.996	-7	2	-4	-0.980	0.280	-0.560	-351	23.629	240	
264203	66	1676	-7943	8.052	204.472	-969.046	-6	3	-3	-0.840	0.420	-0.420	-351	23.629	240	
265207	61	1675	-7914	7.442	204.350	-965.508	-6	2	-5	-0.840	0.280	-0.700	-351	23.629	240	
266210	89	1682	-7923	10.858	205.204	-966.606	-5	1	-4	-0.700	0.140	-0.560	-351	23.629	220	
267213	56	1687	-7928	6.832	205.814	-967.216	-6	3	-5	-0.840	0.420	-0.700	-351	23.629	220	
268217	77	1691	-7927	9.394	206.302	-967.094	-5	3	-4	-0.700	0.420	-0.560	-351	23.629	220	
269221	83	1700	-7906	10.126	207.400	-964.532	-6	4	-4	-0.840	0.560	-0.560	-351	23.629	220	
270224	74	1675	-7902	9.028	204.350	-964.044	-6	1	-4	-0.840	0.140	-0.560	-351	23.629	236	
271227	79	1679	-7926	9.638	204.838	-966.972	-7	1	-4	-0.980	0.140	-0.560	-351	23.629	236	
272231	86	1689	-7915	10.492	206.058	-965.630	-7	0	-5	-0.980	0.000	-0.700	-351	23.629	236	
273234	86	1691	-7901	10.492	206.302	-963.922	-5	2	-6	-0.700	0.280	-0.840	-351	23.629	236	
274237	81	1678	-7885	9.882	204.716	-961.970	-5	3	-5	-0.700	0.420	-0.700	-351	23.629	236	
275241	79	1683	-7879	9.638	205.326	-961.238	-5	2	-4	-0.700	0.280	-0.560	-351	23.629	236	
276245	93	1686	-7892	11.346	205.692	-962.824	-6	1	-5	-0.840	0.140	-0.700	-351	23.629	236	
277248	72	1671	-7901	8.784	203.862	-963.922	-6	2	-4	-0.840	0.280	-0.560	-351	23.629	236	
278251	85	1676	-7904	10.370	204.472	-964.288	-5	4	-4	-0.700	0.560	-0.560	-351	23.629	236	
279255	93	1670	-7892	11.346	203.740	-962.824	-5	2	-4	-0.700	0.280	-0.560	-351	23.629	236	
280258	82	1666	-7917	10.004	203.252	-965.874	-5	1	-4	-0.700	0.140	-0.560	-351	23.629	236	
281261	67	1676	-7926	8.174	204.472	-966.972	-5	1	-4	-0.700	0.140	-0.560	-351	23.629	236	
282265	60	1664	-7941	7.320	203.008	-968.802	-4	1	-4	-0.560	0.140	-0.560	-351	23.629	232	
283269	62	1677	-7933	7.564	204.594	-967.826	-6	1	-5	-0.840	0.140	-0.700	-351	23.629	232	
284272	80	1689	-7925	9.760	206.058	-966.850	-4	2	-4	-0.560	0.280	-0.560	-351	23.629	232	
285275	69	1685	-7909	8.418	205.570	-964.898	-5	2	-4	-0.700	0.280	-0.560	-351	23.629	232	
286279	72	1659	-7916	8.784	202.398	-965.752	-5	2	-5	-0.700	0.280	-0.700	-351	23.629	260	
287282	77	1663	-7913	9.394	202.886	-965.386	-4	2	-6	-0.560	0.280	-0.840	-351	23.629	260	
288285	68	1662	-7921	8.296	202.764	-966.362	-5	2	-5	-0.700	0.280	-0.700	-351	23.629	260	
289289	50	1659	-7921	6.100	202.398	-966.362	-7	2	-4	-0.980	0.280	-0.560	-351	23.629	260	
290293	36	1654	-7936	4.392	201.788	-968.192	-5	2	-5	-0.700	0.280	-0.700	-351	23.629	252	
291296	58	1672	-7929	7.076	203.984	-967.338	-6	2	-5	-0.840	0.280	-0.700	-351	23.629	252	
292299	60	1676	-7920	7.320	204.472	-966.240	-6	2	-5	-0.840	0.280	-0.700	-342	23.664	252	
293303	58	1673	-7913	7.076	204.106	-965.386	-3	2	-4	-0.420	0.280	-0.560	-342	23.664	252	
294306	59	1662	-7908	7.198	202.764	-964.776	-4	2	-4	-0.560	0.280	-0.560	-342	23.664	228	
295309	75	1663	-7933	9.150	202.886	-967.826	-6	2	-4	-0.840	0.280	-0.560	-342	23.664	228	
296313	37	1666	-7927	4.514	203.252	-967.094	-3	2	-4	-0.420	0.280	-0.560	-342	23.664	228	
297317	62	1655	-7918	7.564	201.910	-965.996	-4	3	-4	-0.560	0.420	-0.560	-342	23.664	228	
298320	64	1670	-7923	7.808	203.740	-966.606	-5	3	-4	-0.700	0.420	-0.560	-342	23.664	212	
299323	64	1670	-7939	7.808	203.740	-968.558	-5	4	-5	-0.700	0.560	-0.700	-342	23.664	212	
300327	61	1666	-7920	7.442	203.252	-966.240	-5	2	-5	-0.700	0.280	-0.700	-342	23.664	212	
301330	56	1673	-7944	6.832	204.106	-969.168	-4	3	-4	-0.560	0.420	-0.560	-342	23.664	212	
302333	62	1687	-7920	7.564	205.814	-966.240	-3	3	-4	-0.420	0.420	-0.560	-342	23.664	304	
303337	66	1666	-7922	8.052	203.252	-966.484	-4	4	-5	-0.560	0.560	-0.700	-342	23.664	304	
304341	54	1664	-7901	6.588	203.008	-963.922	-4	5	-4	-0.560	0.700	-0.560	-342	23.664	304	
305344	69	1654	-7924	8.418	201.788	-966.728	-4	4	-4	-0.560	0.560	-0.560	-342	23.664	304	
306347	64	1665	-7913	7.808	203.130	-965.386	-4	3	-3	-0.560	0.420	-0.420	-342	23.664	300	
307351	72	1681	-7920	8.784	205.082	-966.240	-4	4	-4	-0.560	0.560	-0.560	-342	23.664	300	
308354	73	1649	-7888	8.906	201.178	-962.336	-5	4	-4	-0.700	0.560	-0.560	-351	23.629	300	
309357	81	1644	-7918	9.882	200.568	-965.996	-5	3	-4	-0.700	0.420	-0.560	-351	23.629	300	
310361	69	1661	-7905	8.418	202.642	-964.410	-4	3	-4	-0.560	0.420	-0.560	-351	23.629	240	
311365	95	1666	-7911	11.590	203.252	-965.142	-2	2	-4	-0.280	0.280	-0.560	-351	23.629	240	
312368	79	1664	-7903	9.638	203.008	-964.166	-4	3	-4	-0.560	0.420	-0.560	-351	23.629	240	
313371	90	1693	-7894	10.980	206.546	-963.068	-4	4	-4	-0.560	0.560	-0.560	-351	23.629	240	
314375	90	1669	-7912	10.980	203.618	-965.264	-5	3	-3	-0.700	0.420	-0.420	-351	23.629	284	
315378	104	1658	-7919	12.688	202.276	-966.118	-3	3	-4	-0.420	0.420	-0.560	-351	23.629	284	
316381	90	1665	-7902	10.980	203.130	-964.044	-4	3	-4	-0.560	0.420	-0.560	-351	23.629	284	
317385	100	1655	-7896	12.200	201.910	-963.312	-3	4	-5	-0.420	0.560	-0.700	-351	23.629	284	
318389	101	1668	-7910	12.322	203.496	-965.020	-3	4	-4	-0.420	0.560	-0.560	-351	23.629	232	
319392	103	1644	-7913	12.566	200.568	-965.386	-3	5	-4	-0.420	0.700	-0.560	-351	23.629	232	
320395	95	1663	-7906	11.590	202.886	-964.532	-4	3	-4	-0.560	0.420	-0.560	-351	23.629	232	
321399	94	1680	-7904	11.468	204.960	-964.288	-4	2	-4	-0.560	0.280	-0.560	-351	23.629	232	
322403	111	1681	-7902	13.542	205.082	-964.044	-5	3	-4	-0.700	0.420	-0.560	-351	23.629	300	
323406	125	1687	-7912	15.250	205.814	-965.264	-2	3	-4	-0.280	0.420	-0.560	-351	23.629	300	
324409	113	1661	-7899	13.786	202.642	-963.678	-2	2	-3	-0.280	0.280	-0.420	-347	23.645	300	
325413	132	1653	-7901	16.104	201.666	-963.922	-3	2	-4	-0.420	0.280	-0.560	-347	23.645	300	
326416	90	1667	-7920	10.980	203.374	-966.240	-5	3	-4	-0.700	0.420	-0.560	-347	23.645	304	
327419	115	1676	-7909	14.030	204.472	-964.898	-4	3	-3	-0.560	0.420	-0.420	-347	23.645	304	
328423	119	1673	-7899	14.518	204.106	-963.678	-2	1	-3	-0.280	0.140	-0.420	-347	23.645	304	
329427	89	1675	-7902	10.858	204.350	-964.044	-2	2	-3	-0.280	0.280	-0.420	-347	23.645	304	
330430	117	1663	-7918	14.274	202.886	-965.996	-3	1	-3	-0.420	0.140	-0.420	-347	23.645	296	
331433	129	1680	-7913	15.738	204.960	-965.386	-3	3	-3	-0.420	0.420	-0.420	-347	23.645	296	
332437	132	1667	-7913	16.104	203.374	-965.386	-2	2	-3	-0.280	0.280	-0.420	-347	23.645	296	
333440	118	1654	-7915	14.396	201.788	-965.630	-3	1	-3	-0.420	0.140	-0.420	-347	23.645	296	
334443	122	1665	-7889	14.884	203.130	-962.458	-1	1	-4	-0.140	0.140	-0.560	-347	23.645	312	
335447	125	1658	-7904	15.250	202.276	-964.288	-2	-1	-4	-0.280	-0.140	-0.560	-347	23.645	312	
336451	117	1667	-7910	14.274	203.374	-965.020	-2	1	-2	-0.280	0.140	-0.280	-347	23.645	312	
337454	119	1652	-7896	14.518	201.544	-963.312	-2	1	-2	-0.280	0.140	-0.280	-347	23.645	312	
338457	119	1654	-7917	14.518	201.788	-965.874	-3	-1	-2	-0.420	-0.140	-0.280	-347	23.645	352	
339461	126	1653	-7909	15.372	201.666	-964.898	-2	0	-2	-0.280	0.000	-0.280	-347	23.645	352	
340464	104	1650	-7909	12.688	201.300	-964.898	-1	1	-3	-0.140	0.140	-0.420	-347	23.645	352	
341467	111	1646	-7902	13.542	200.812	-964.044	-2	0	-3	-0.280	0.000	-0.420	-347	23.645	352	
342471	116	1646	-7896	14.152	200.812	-963.312	-1	-2	-3	-0.140	-0.280	-0.420	-347	23.645	340	
343475	118	1665	-7922	14.396	203.130	-966.484	-1	-1	-2	-0.140	-0.140	-0.280	-347	23.645	340	
344478	99	1652	-7933	12.078	201.544	-967.826	-2	0	-1	-0.280	0.000	-0.140	-347	23.645	340	
345481	113	1654	-7909	13.786	201.788	-964.898	-1	0	0	-0.140	0.000	0.000	-347	23.645	340	
346485	117	1658	-7920	14.274	202.276	-966.240	-4	-3	-1	-0.560	-0.420	-0.140	-347	23.645	232	
347488	108	1667	-7896	13.176	203.374	-963.312	-3	-2	-2	-0.420	-0.280	-0.280	-347	23.645	232	
348491	93	1636	-7914	11.346	199.592	-965.508	0	-1	-2	0.000	-0.140	-0.280	-347	23.645	232	
349495	86	1631	-7902	10.492	198.982	-964.044	-2	-2	-1	-0.280	-0.280	-0.140	-347	23.645	232	
350499	99	1637	-7915	12.078	199.714	-965.630	-3	-3	-2	-0.420	-0.420	-0.280	-347	23.645	300	
351502	71	1640	-7898	8.662	200.080	-963.556	-1	-3	-2	-0.140	-0.420	-0.280	-347	23.645	300	
352505	80	1631	-7934	9.760	198.982	-967.948	-3	-2	-1	-0.420	-0.280	-0.140	-347	23.645	300	
353509	81	1624	-7920	9.882	198.128	-966.240	-2	-2	-1	-0.280	-0.280	-0.140	-347	23.645	300	
354512	98	1630	-7922	11.956	198.860	-966.484	-3	-3	-2	-0.420	-0.420	-0.280	-347	23.645	244	
355515	83	1624	-7910	10.126	198.128	-965.020	-3	-2	-1	-0.420	-0.280	-0.140	-347	23.645	244	
356519	62	1632	-7923	7.564	199.104	-966.606	-4	-4	-2	-0.560	-0.560	-0.280	-351	23.629	244	
357523	61	1627	-7915	7.442	198.494	-965.630	-3	-3	-2	-0.420	-0.420	-0.280	-351	23.629	244	
358526	44	1636	-7894	5.368	199.592	-963.068	-4	-3	-2	-0.560	-0.420	-0.280	-351	23.629	224	
359529	79	1639	-7905	9.638	199.958	-964.410	-3	-2	-1	-0.420	-0.280	-0.140	-351	23.629	224	
360533	66	1634	-7903	8.052	199.348	-964.166	-4	-4	0	-0.560	-0.560	0.000	-351	23.629	224	
361537	57	1628	-7909	6.954	198.616	-964.898	-2	-2	-1	-0.280	-0.280	-0.140	-351	23.629	224	
362540	63	1636	-7933	7.686	199.592	-967.826	-4	-4	0	-0.560	-0.560	0.000	-351	23.629	256	
363543	62	1635	-7931	7.564	199.470	-967.582	-5	-3	0	-0.700	-0.420	0.000	-351	23.629	256	
364547	43	1644	-7916	5.246	200.568	-965.752	-3	-2	1	-0.420	-0.280	0.140	-351	23.629	256	
365550	27	1636	-7916	3.294	199.592	-965.752	-4	-2	0	-0.560	-0.280	0.000	-351	23.629	256	
366553	44	1636	-7919	5.368	199.592	-966.118	-5	-3	0	-0.700	-0.420	0.000	-351	23.629	212	
367557	19	1649	-7911	2.318	201.178	-965.142	-6	-1	0	-0.840	-0.140	0.000	-351	23.629	212	
368561	43	1645	-7925	5.246	200.690	-966.850	-5	-2	0	-0.700	-0.280	0.000	-351	23.629	212	
369564	45	1657	-7897	5.490	202.154	-963.434	-6	-3	0	-0.840	-0.420	0.000	-351	23.629	212	
370567	30	1673	-7898	3.660	204.106	-963.556	-5	-4	0	-0.700	-0.560	0.000	-351	23.629	252	
371571	24	1666	-7917	2.928	203.252	-965.874	-5	-3	1	-0.700	-0.420	0.140	-351	23.629	252	
372574	26	1670	-7904	3.172	203.740	-964.288	-5	-3	2	-0.700	-0.420	0.280	-351	23.629	252	
373577	37	1663	-7926	4.514	202.886	-966.972	-6	-3	0	-0.840	-0.420	0.000	-351	23.629	252	
374581	27	1681	-7908	3.294	205.082	-964.776	-5	-3	1	-0.700	-0.420	0.140	-351	23.629	268	
375585	21	1703	-7939	2.562	207.766	-968.558	-3	-2	0	-0.420	-0.280	0.000	-351	23.629	268	
376588	28	1689	-7914	3.416	206.058	-965.508	-4	-2	0	-0.560	-0.280	0.000	-351	23.629	268	
377591	18	1697	-7940	2.196	207.034	-968.680	-4	-2	1	-0.560	-0.280	0.140	-351	23.629	268	
378595	14	1699	-7918	1.708	207.278	-965.996	-4	-3	1	-0.560	-0.420	0.140	-351	23.629	220	
379598	8	1694	-7901	0.976	206.668	-963.922	-3	-3	1	-0.420	-0.420	0.140	-351	23.629	220	
380601	16	1701	-7926	1.952	207.522	-966.972	-3	-3	1	-0.420	-0.420	0.140	-351	23.629	220	
381605	20	1692	-7914	2.440	206.424	-965.508	-5	-3	2	-0.700	-0.420	0.280	-351	23.629	220	
382609	7	1698	-7912	0.854	207.156	-965.264	-5	-1	2	-0.700	-0.140	0.280	-351	23.629	244	
383612	-4	1716	-7926	-0.488	209.352	-966.972	-3	-3	2	-0.420	-0.420	0.280	-351	23.629	244	
384615	-1	1702	-7900	-0.122	207.644	-963.800	-3	-2	2	-0.420	-0.280	0.280	-351	23.629	244	
385619	3	1710	-7925	0.366	208.620	-966.850	-3	-1	2	-0.420	-0.140	0.280	-351	23.629	244	
386622	-11	1717	-7908	-1.342	209.474	-964.776	-2	-1	3	-0.280	-0.140	0.420	-351	23.629	212	
387625	-4	1696	-7889	-0.488	206.912	-962.458	-3	0	2	-0.420	0.000	0.280	-351	23.629	212	
388629	3	1716	-7913	0.366	209.352	-965.386	-3	0	3	-0.420	0.000	0.420	-351	23.629	212	
389633	12	1696	-7910	1.464	206.912	-965.020	-4	1	3	-0.560	0.140	0.420	-351	23.629	212	
390636	6	1693	-7923	0.732	206.546	-966.606	-2	1	2	-0.280	0.140	0.280	-351	23.629	204	
391639	-9	1707	-7934	-1.098	208.254	-967.948	-2	1	3	-0.280	0.140	0.420	-351	23.629	204	
392643	5	1699	-7916	0.610	207.278	-965.752	-2	0	2	-0.280	0.000	0.280	-351	23.629	204	
393646	-5	1715	-7916	-0.610	209.230	-965.752	-2	1	3	-0.280	0.140	0.420	-351	23.629	204	
394649	10	1705	-7913	1.220	208.010	-965.386	-3	0	2	-0.420	0.000	0.280	-351	23.629	204	
395652	3	1713	-7901	0.366	208.986	-963.922	-1	1	2	-0.140	0.140	0.280	-351	23.629	204	
396656	2	1697	-7913	0.244	207.034	-965.386	-3	1	2	-0.420	0.140	0.280	-351	23.629	204	
397659	-3	1710	-7925	-0.366	208.620	-966.850	-1	0	2	-0.140	0.000	0.280	-351	23.629	204	
398662	0	1709	-7918	0.000	208.498	-965.996	-2	2	2	-0.280	0.280	0.280	-351	23.629	204	
399666	-16	1690	-7944	-1.952	206.180	-969.168	-1	2	2	-0.140	0.280	0.280	-351	23.629	204	
400669	-3	1690	-7924	-0.366	206.180	-966.728	-1	1	2	-0.140	0.140	0.280	-351	23.629	204	
401672	5	1691	-7906	0.610	206.302	-964.532	-2	3	3	-0.280	0.420	0.420	-351	23.629	204	
402675	7	1691	-7904	0.854	206.302	-964.288	-4	3	3	-0.560	0.420	0.420	-351	23.629	216	
403679	16	1686	-7896	1.952	205.692	-963.312	-3	2	4	-0.420	0.280	0.560	-351	23.629	216	
404682	2	1692	-7920	0.244	206.424	-966.240	-2	2	3	-0.280	0.280	0.420	-351	23.629	216	
405685	9	1699	-7918	1.098	207.278	-965.996	-2	2	2	-0.280	0.280	0.280	-351	23.629	216	
406689	19	1685	-7917	2.318	205.570	-965.874	-1	4	3	-0.140	0.560	0.420	-351	23.629	204	
407693	20	1689	-7926	2.440	206.058	-966.972	-1	3	3	-0.140	0.420	0.420	-351	23.629	204	
408696	19	1689	-7921	2.318	206.058	-966.362	-2	4	2	-0.280	0.560	0.280	-351	23.629	204	
409699	40	1684	-7921	4.880	205.448	-966.362	0	4	3	0.000	0.560	0.420	-351	23.629	204	
410703	18	1700	-7928	2.196	207.400	-967.216	0	3	3	0.000	0.420	0.420	-351	23.629	192	
411706	42	1681	-7917	5.124	205.082	-965.874	-2	2	3	-0.280	0.280	0.420	-351	23.629	192	
412709	28	1665	-7907	3.416	203.130	-964.654	-1	4	2	-0.140	0.560	0.280	-351	23.629	192	
413713	20	1673	-7913	2.440	204.106	-965.386	-2	3	3	-0.280	0.420	0.420	-351	23.629	192	
414717	39	1667	-7923	4.758	203.374	-966.606	-1	4	3	-0.140	0.560	0.420	-351	23.629	184	
415720	43	1684	-7915	5.246	205.448	-965.630	1	4	3	0.140	0.560	0.420	-351	23.629	184	
416723	34	1679	-7916	4.148	204.838	-965.752	1	5	3	0.140	0.700	0.420	-351	23.629	184	
417727	31	1672	-7914	3.782	203.984	-965.508	-2	6	3	-0.280	0.840	0.420	-351	23.629	184	
418730	52	1679	-7894	6.344	204.838	-963.068	1	4	4	0.140	0.560	0.560	-351	23.629	196	
419733	35	1654	-7890	4.270	201.788	-962.580	-1	5	3	-0.140	0.700	0.420	-351	23.629	196	
420737	49	1675	-7919	5.978	204.350	-966.118	-2	6	4	-0.280	0.840	0.560	-351	23.629	196	
421741	55	1672	-7893	6.710	203.984	-962.946	-1	5	3	-0.140	0.700	0.420	-351	23.629	196	
422744	41	1659	-7913	5.002	202.398	-965.386	0	6	3	0.000	0.840	0.420	-351	23.629	204	
423747	65	1672	-7911	7.930	203.984	-965.142	-1	5	4	-0.140	0.700	0.560	-351	23.629	204	
424751	52	1675	-7904	6.344	204.350	-964.288	-1	5	4	-0.140	0.700	0.560	-351	23.629	204	
425754	64	1693	-7888	7.808	206.546	-962.336	-1	4	4	-0.140	0.560	0.560	-351	23.629	204	
426757	63	1662	-7895	7.686	202.764	-963.190	-1	4	3	-0.140	0.560	0.420	-351	23.629	228	
427761	73	1661	-7877	8.906	202.642	-960.994	-1	5	3	-0.140	0.700	0.420	-351	23.629	228	
428765	53	1667	-7904	6.466	203.374	-964.288	-1	5	4	-0.140	0.700	0.560	-351	23.629	228	
429768	54	1671	-7905	6.588	203.862	-964.410	1	5	3	0.140	0.700	0.420	-351	23.629	228	
430771	48	1667	-7909	5.856	203.374	-964.898	-1	5	4	-0.140	0.700	0.560	-351	23.629	272	
431775	45	1658	-7898	5.490	202.276	-963.556	0	5	3	0.000	0.700	0.420	-351	23.629	272	
432778	78	1630	-7904	9.516	198.860	-964.288	-1	4	4	-0.140	0.560	0.560	-351	23.629	272	
433781	70	1649	-7907	8.540	201.178	-964.654	-1	5	4	-0.140	0.700	0.560	-351	23.629	272	
434785	63	1661	-7895	7.686	202.642	-963.190	-1	4	3	-0.140	0.560	0.420	-351	23.629	272	
435789	70	1661	-7886	8.540	202.642	-962.092	-1	5	3	-0.140	0.700	0.420	-351	23.629	272	
436792	73	1651	-7878	8.906	201.422	-961.116	-3	4	3	-0.420	0.560	0.420	-347	23.645	272	
437795	79	1649	-7881	9.638	201.178	-961.482	-2	4	3	-0.280	0.560	0.420	-347	23.645	272	
438799	94	1650	-7904	11.468	201.300	-964.288	-2	4	4	-0.280	0.560	0.560	-347	23.645	272	
439802	78	1639	-7886	9.516	199.958	-962.092	0	4	3	0.000	0.560	0.420	-347	23.645	272	
440805	75	1651	-7898	9.150	201.422	-963.556	0	4	3	0.000	0.560	0.420	-347	23.645	272	
441809	97	1650	-7907	11.834	201.300	-964.654	1	4	3	0.140	0.560	0.420	-347	23.645	272	
442813	93	1673	-7892	11.346	204.106	-962.824	0	3	4	0.000	0.420	0.560	-347	23.645	260	
443816	80	1665	-7888	9.760	203.130	-962.336	0	5	4	0.000	0.700	0.560	-347	23.645	260	
444819	69	1673	-7917	8.418	204.106	-965.874	-3	4	3	-0.420	0.560	0.420	-347	23.645	260	
445823	85	1679	-7896	10.370	204.838	-963.312	-3	4	3	-0.420	0.560	0.420	-347	23.645	260	
446827	83	1689	-7904	10.126	206.058	-964.288	0	4	2	0.000	0.560	0.280	-347	23.645	260	
447830	67	1666	-7891	8.174	203.252	-962.702	-2	4	4	-0.280	0.560	0.560	-347	23.645	260	
448834	68	1670	-7911	8.296	203.740	-965.142	-2	5	4	-0.280	0.700	0.560	-347	23.645	260	
449838	65	1685	-7892	7.930	205.570	-962.824	-3	4	3	-0.420	0.560	0.420	-347	23.645	260	
450841	77	1689	-7914	9.394	206.058	-965.508	-3	3	4	-0.420	0.420	0.560	-347	23.645	252	
451844	82	1708	-7908	10.004	208.376	-964.776	-2	3	3	-0.280	0.420	0.420	-347	23.645	252	
452848	77	1684	-7884	9.394	205.448	-961.848	-1	3	3	-0.140	0.420	0.420	-351	23.629	252	
453852	69	1695	-7904	8.418	206.790	-964.288	-3	4	3	-0.420	0.560	0.420	-351	23.629	252	
454855	84	1697	-7897	10.248	207.034	-963.434	0	4	3	0.000	0.560	0.420	-351	23.629	272	
455859	78	1709	-7909	9.516	208.498	-964.898	-1	3	3	-0.140	0.420	0.420	-351	23.629	272	
456863	83	1708	-7908	10.126	208.376	-964.776	-3	3	5	-0.420	0.420	0.700	-351	23.629	272	
457866	66	1709	-7902	8.052	208.498	-964.044	-1	3	3	-0.140	0.420	0.420	-351	23.629	272	
458869	74	1702	-7919	9.028	207.644	-966.118	0	3	3	0.000	0.420	0.420	-351	23.629	240	
459873	70	1706	-7919	8.540	208.132	-966.118	0	4	3	0.000	0.560	0.420	-351	23.629	240	
460877	81	1712	-7916	9.882	208.864	-965.752	-1	3	2	-0.140	0.420	0.280	-351	23.629	240	
461880	80	1718	-7919	9.760	209.596	-966.118	0	3	1	0.000	0.420	0.140	-351	23.629	240	
462883	79	1715	-7927	9.638	209.230	-967.094	-1	3	2	-0.140	0.420	0.280	-351	23.629	220	
463887	80	1690	-7903	9.760	206.180	-964.166	0	2	3	0.000	0.280	0.420	-351	23.629	220	
464890	77	1702	-7902	9.394	207.644	-964.044	0	2	3	0.000	0.280	0.420	-351	23.629	220	
465893	68	1704	-7898	8.296	207.888	-963.556	0	3	1	0.000	0.420	0.140	-351	23.629	220	
466897	79	1704	-7915	9.638	207.888	-965.630	-1	4	3	-0.140	0.560	0.420	-351	23.629	268	
467901	86	1698	-7913	10.492	207.156	-965.386	-2	5	2	-0.280	0.700	0.280	-351	23.629	268	
468904	89	1698	-7935	10.858	207.156	-968.070	1	3	2	0.140	0.420	0.280	-351	23.629	268	
469907	87	1711	-7911	10.614	208.742	-965.142	-1	2	2	-0.140	0.280	0.280	-351	23.629	268	
470911	63	1706	-7909	7.686	208.132	-964.898	-1	2	2	-0.140	0.280	0.280	-351	23.629	288	
471914	91	1709	-7916	11.102	208.498	-965.752	2	2	2	0.280	0.280	0.280	-351	23.629	288	
472917	68	1695	-7913	8.296	206.790	-965.386	0	3	2	0.000	0.420	0.280	-351	23.629	288	
473921	70	1680	-7919	8.540	204.960	-966.118	0	2	2	0.000	0.280	0.280	-351	23.629	288	
474925	91	1699	-7895	11.102	207.278	-963.190	1	1	2	0.140	0.140	0.280	-351	23.629	248	
475928	74	1707	-7913	9.028	208.254	-965.386	0	1	1	0.000	0.140	0.140	-351	23.629	248	
476931	86	1682	-7918	10.492	205.204	-965.996	1	3	0	0.140	0.420	0.000	-351	23.629	248	
477935	89	1691	-7891	10.858	206.302	-962.702	2	2	1	0.280	0.280	0.140	-351	23.629	248	
478938	74	1702	-7912	9.028	207.644	-965.264	2	3	1	0.280	0.420	0.140	-351	23.629	268	
479941	66	1711	-7892	8.052	208.742	-962.824	-1	2	1	-0.140	0.280	0.140	-351	23.629	268	
480945	80	1700	-7923	9.760	207.400	-966.606	0	2	1	0.000	0.280	0.140	-351	23.629	268	
481949	68	1704	-7908	8.296	207.888	-964.776	2	2	1	0.280	0.280	0.140	-351	23.629	268	
482952	61	1698	-7902	7.442	207.156	-964.044	1	2	0	0.140	0.280	0.000	-351	23.629	276	
483955	75	1723	-7905	9.150	210.206	-964.410	0	2	0	0.000	0.280	0.000	-351	23.629	276	
484959	76	1699	-7913	9.272	207.278	-965.386	0	2	-1	0.000	0.280	-0.140	-351	23.629	276	
485963	72	1683	-7906	8.784	205.326	-964.532	2	1	0	0.280	0.140	0.000	-351	23.629	276	
486966	88	1689	-7902	10.736	206.058	-964.044	1	0	1	0.140	0.000	0.140	-351	23.629	172	
487969	85	1697	-7909	10.370	207.034	-964.898	0	2	-1	0.000	0.280	-0.140	-351	23.629	172	
488973	90	1673	-7906	10.980	204.106	-964.532	2	1	1	0.280	0.140	0.140	-351	23.629	172	
489976	86	1691	-7893	10.492	206.302	-962.946	1	1	0	0.140	0.140	0.000	-351	23.629	172	
490979	72	1692	-7913	8.784	206.424	-965.386	-1	2	-1	-0.140	0.280	-0.140	-351	23.629	260	
